P49841	O60244	non-interacting
O15085	Q00987	non-interacting
P04637	Q6AI12	non-interacting
Q13435	P35637	non-interacting
Q00987	Q16236	non-interacting
Q96AE4	P11387	non-interacting
P33981	Q92731	non-interacting
P38936	P49790	non-interacting
Q13432	Q92731	non-interacting
P11473	Q07065	non-interacting
P06400	Q13618	non-interacting
Q96ST3	P36956	non-interacting
P37840	P18847	non-interacting
O75821	Q09472	non-interacting
P04150	Q9P2F8	non-interacting
P82094	P35637	non-interacting
Q96PE2	Q00987	non-interacting
P37231	O15479	non-interacting
O60869	P09651	non-interacting
P09651	Q9Y3P9	non-interacting
P19105	O14733	non-interacting
P35637	Q9BRT9	non-interacting
Q8N1B3	Q01844	non-interacting
Q93009	P49902	non-interacting
Q13618	P35222	non-interacting
P52298	O76070	non-interacting
Q9H814	P25963	non-interacting
P54253	P11387	non-interacting
O60563	P55072	non-interacting
P78347	P04150	non-interacting
Q01844	Q96IT1	non-interacting
Q15154	P54725	non-interacting
O15350	P22087	non-interacting
O14965	P67809	non-interacting
P40337	Q9C0B0	non-interacting
Q02363	Q01844	non-interacting
P24522	Q9H211	non-interacting
Q7Z5J4	P40337	non-interacting
Q07065	Q93009	non-interacting
P54725	P11388	non-interacting
P55072	Q15637	non-interacting
Q9UKV8	P33993	non-interacting
P06748	Q8N488	non-interacting
P18124	P01100	non-interacting
P98170	P29590	non-interacting
O75150	P08047	non-interacting
P46531	Q92731	non-interacting
Q14151	Q00987	non-interacting
Q7LG56	P14635	non-interacting
Q49AN0	Q9NS56	non-interacting
Q99615	P37231	non-interacting
P63027	Q9BQY4	non-interacting
Q7Z6Z7	P51532	non-interacting
Q13526	P15880	non-interacting
Q09472	P47929	non-interacting
P17735	P04637	non-interacting
P14635	Q9NQB0	non-interacting
Q8N122	P01100	non-interacting
Q96QK1	Q93009	non-interacting
P60896	Q09472	non-interacting
Q96EV2	P08047	non-interacting
P29353	O14613	non-interacting
P20749	Q92793	non-interacting
Q92731	Q15170	non-interacting
Q7Z7A1	P19793	non-interacting
P32745	Q00987	non-interacting
P04264	P53041	non-interacting
P04818	Q7Z6Z7	non-interacting
P61081	Q09161	non-interacting
P15884	O14733	non-interacting
Q96BZ8	Q00987	non-interacting
P02545	Q16143	non-interacting
P17252	O60563	non-interacting
P19338	P14635	non-interacting
Q09161	P09651	non-interacting
Q06210	P29353	non-interacting
Q9P1W9	Q9UKV8	non-interacting
Q8IZL8	Q92905	non-interacting
Q8IZT6	Q09472	non-interacting
O60264	Q01844	non-interacting
O95983	Q93009	non-interacting
P49736	Q96S59	non-interacting
Q86Y82	Q00987	non-interacting
Q9UGL1	Q13541	non-interacting
O00555	P09651	non-interacting
O60506	O15169	non-interacting
Q9UBB9	Q08209	non-interacting
Q92585	P40337	non-interacting
P35611	P25963	non-interacting
P51532	Q96PM5	non-interacting
P25054	P04183	non-interacting
Q9ULH1	P04637	non-interacting
O95340	Q01844	non-interacting
Q96HA1	P54725	non-interacting
P80723	P01100	non-interacting
Q15029	P35611	non-interacting
Q9P212	Q09472	non-interacting
P0C7T5	Q01844	non-interacting
P37837	Q8WZ42	non-interacting
Q9GZR1	Q9UKV8	non-interacting
O15541	Q93009	non-interacting
Q9NPJ6	P15884	non-interacting
P11171	P49336	non-interacting
P26368	Q49AN0	non-interacting
P00558	P60896	non-interacting
P08047	P20810	non-interacting
P27540	O15169	non-interacting
Q96JN8	Q92731	non-interacting
Q12931	Q01844	non-interacting
Q9UBE0	P49841	non-interacting
Q02790	P23025	non-interacting
Q9UH92	Q9UKV8	non-interacting
P04921	P04637	non-interacting
Q14318	P54725	non-interacting
Q86VP6	P20749	non-interacting
O95425	Q00987	non-interacting
O95644	P49841	non-interacting
P55011	P02545	non-interacting
P67809	P62195	non-interacting
P17096	Q9NRR5	non-interacting
P16220	P09651	non-interacting
O43593	Q01844	non-interacting
P13645	P24522	non-interacting
Q68CZ1	Q92731	non-interacting
Q8IVL1	P35637	non-interacting
P17677	Q15843	non-interacting
P51178	Q00987	non-interacting
P28072	P24522	non-interacting
Q9H944	P04637	non-interacting
O95865	Q09472	non-interacting
P20226	P06400	non-interacting
Q9H4L4	O15350	non-interacting
Q15648	P29353	non-interacting
O15169	O14965	non-interacting
Q9GZV5	P15884	non-interacting
P49815	P35637	non-interacting
Q9Y5S9	Q9NQC3	non-interacting
Q14722	P11387	non-interacting
Q12959	Q09472	non-interacting
Q86WQ0	P09651	non-interacting
O60902	Q01844	non-interacting
P17612	P09651	non-interacting
O15014	Q01844	non-interacting
Q13043	Q01844	non-interacting
Q9Y5B0	P19623	non-interacting
P30876	P11171	non-interacting
P62807	P04637	non-interacting
Q9Y2D8	Q49AN0	non-interacting
P29590	P13797	non-interacting
P51608	P19338	non-interacting
P35713	P09651	non-interacting
Q9BQS8	P49841	non-interacting
Q96KB5	Q09472	non-interacting
P15880	P07900	non-interacting
O15151	Q96EB6	non-interacting
Q7L5N1	P25054	non-interacting
P62805	P62195	non-interacting
Q96IV0	P04637	non-interacting
Q8IWJ2	Q01844	non-interacting
P49759	P35637	non-interacting
P08670	Q01196	non-interacting
Q86TI2	P37231	non-interacting
P07900	P08670	non-interacting
O15212	P40337	non-interacting
