O14733	P15884	non-interacting
Q9UM73	Q9UKV8	non-interacting
P09651	O60244	non-interacting
P49759	P35222	non-interacting
P47813	Q13490	non-interacting
Q8N5Z5	Q92731	non-interacting
P02686	P33992	non-interacting
P51948	P17252	non-interacting
P49841	P40939	non-interacting
P17252	P38936	non-interacting
P04637	P82970	non-interacting
Q9BVJ6	P25054	non-interacting
P04150	Q96CV9	non-interacting
Q9Y618	P49918	non-interacting
O15350	Q9UGL1	non-interacting
Q13952	P04637	non-interacting
Q9UER7	P53041	non-interacting
Q96AQ6	Q13573	non-interacting
Q13573	Q96AG4	non-interacting
P35249	P35637	non-interacting
Q14684	P46531	non-interacting
P37231	Q9Y570	non-interacting
Q92793	P78347	non-interacting
Q9UBE0	Q15418	non-interacting
Q02790	P08047	non-interacting
Q01844	P54132	non-interacting
Q7Z6B0	P49841	non-interacting
P23025	Q9H2S9	non-interacting
Q969H0	Q96SB4	non-interacting
P11473	P30519	non-interacting
O15228	Q13573	non-interacting
Q00987	Q13702	non-interacting
Q86U42	P46531	non-interacting
O60568	Q01844	non-interacting
Q13569	P15884	non-interacting
Q13838	P46527	non-interacting
P38936	O43318	non-interacting
Q01094	P51532	non-interacting
Q16637	P08047	non-interacting
O15360	Q13573	non-interacting
Q13541	Q9H773	non-interacting
P34897	Q01844	non-interacting
P41236	P25054	non-interacting
Q16821	Q09472	non-interacting
P15884	O95340	non-interacting
Q9NQL9	P37231	non-interacting
Q8N1G4	P25054	non-interacting
Q9UHX1	P51608	non-interacting
Q8WTS6	P06748	non-interacting
Q9NPD8	Q9UKV8	non-interacting
Q9UKV8	Q9NQC3	non-interacting
Q86UE4	Q92831	non-interacting
Q8NBJ5	P01100	non-interacting
Q15046	Q13573	non-interacting
P02545	P46100	non-interacting
P49790	Q01844	non-interacting
Q14687	P49841	non-interacting
Q9BYJ9	P25054	non-interacting
Q6VMQ6	Q09472	non-interacting
Q9UBB5	Q8IWV7	non-interacting
Q96FF9	Q00839	non-interacting
P51608	Q01844	non-interacting
P48431	Q13573	non-interacting
P60896	O60341	non-interacting
P54727	P15884	non-interacting
P35637	Q9Y2J0	non-interacting
O96028	P11171	non-interacting
Q49AN0	O43293	non-interacting
Q9UKT7	P29353	non-interacting
Q7L2J0	P49841	non-interacting
P54725	O43464	non-interacting
Q8IWJ2	P38936	non-interacting
Q92731	Q9UPQ9	non-interacting
Q9UKN8	P63027	non-interacting
Q16665	O14737	non-interacting
O14939	Q92731	non-interacting
Q09161	P37837	non-interacting
P55884	P35611	non-interacting
P53350	Q7L014	non-interacting
P06748	P40337	non-interacting
P07199	P40337	non-interacting
P48444	P04637	non-interacting
Q9UPN3	P04637	non-interacting
Q15843	P16949	non-interacting
P17096	P29372	non-interacting
Q15554	P49841	non-interacting
Q09472	Q9BYD2	non-interacting
Q9UBN7	Q13526	non-interacting
Q9HCM9	P49841	non-interacting
P01100	P52298	non-interacting
Q9ULX9	Q9UER7	non-interacting
P08047	Q5JTH9	non-interacting
Q05066	P15884	non-interacting
Q14191	Q13569	non-interacting
P29590	Q9BQA1	non-interacting
Q9NVD7	P04637	non-interacting
O15273	Q09472	non-interacting
Q16082	P15884	non-interacting
O14908	P04637	non-interacting
P58107	P29353	non-interacting
Q9GZM7	P40337	non-interacting
P37837	Q49AN0	non-interacting
Q9H2U1	P27695	non-interacting
P40337	O60566	non-interacting
Q8IUC4	Q13573	non-interacting
P22314	Q49AN0	non-interacting
O00488	Q9Y618	non-interacting
P46089	Q13573	non-interacting
Q13148	P49715	non-interacting
P78347	O75496	non-interacting
Q9HAU5	P12277	non-interacting
Q8N5A5	Q49AN0	non-interacting
O95155	Q09161	non-interacting
Q9H2G9	P25054	non-interacting
Q9NRC8	P01100	non-interacting
P22087	Q92731	non-interacting
Q99708	O15169	non-interacting
Q7L5D6	P08047	non-interacting
Q96T21	Q00987	non-interacting
Q15154	Q96J02	non-interacting
Q15233	P49841	non-interacting
P46531	Q99966	non-interacting
O43719	Q92905	non-interacting
P15880	Q92900	non-interacting
P61244	Q08379	non-interacting
O60271	Q9Y6Q9	non-interacting
O15169	O75150	non-interacting
Q93008	O43143	non-interacting
Q9NWT6	P04150	non-interacting
Q96D09	Q09472	non-interacting
Q6ZNC8	P04637	non-interacting
Q14722	Q9UKV8	non-interacting
Q13303	P02545	non-interacting
Q00577	Q96S59	non-interacting
O00499	Q00987	non-interacting
P25054	O94992	non-interacting
P0C0L4	Q01844	non-interacting
O60566	P09651	non-interacting
