P09651	P12757	non-interacting
P17844	Q9UGL1	non-interacting
P25963	Q96BR9	non-interacting
P51668	P06400	non-interacting
Q01844	Q7Z5J4	non-interacting
O43583	P04637	non-interacting
Q09161	Q13561	non-interacting
O75530	Q00987	non-interacting
P38936	Q04864	non-interacting
P47897	P04637	non-interacting
Q9UER7	P27695	non-interacting
P62805	P12931	non-interacting
P02686	O75444	non-interacting
Q16512	P38936	non-interacting
Q9NX55	O76070	non-interacting
P49903	Q13573	non-interacting
P11473	P42766	non-interacting
O60244	P04637	non-interacting
P78356	Q09472	non-interacting
O95218	P09651	non-interacting
P24522	P11387	non-interacting
P62081	P29590	non-interacting
P12956	P49841	non-interacting
Q00987	Q7Z3U7	non-interacting
Q13085	Q16665	non-interacting
P40337	Q8WVM7	non-interacting
P17987	Q15029	non-interacting
P16949	Q13573	non-interacting
Q9UK76	P04150	non-interacting
Q9UKV8	P07954	non-interacting
O14744	P61956	non-interacting
Q9UM11	P49841	non-interacting
Q9UGL1	Q9UHY1	non-interacting
Q13118	P09651	non-interacting
P14635	Q13620	non-interacting
P09884	Q13573	non-interacting
Q6ZU65	Q09472	non-interacting
Q9Y6Q9	Q8IZL8	non-interacting
P11474	Q14191	non-interacting
P49841	P40939	non-interacting
P78559	Q93009	non-interacting
P20810	P11387	non-interacting
Q13136	Q00987	non-interacting
O14733	P25963	non-interacting
P62888	P53041	non-interacting
Q9UJZ1	P02545	non-interacting
P52565	Q13573	non-interacting
Q92731	Q5VV42	non-interacting
P40939	Q13573	non-interacting
P46531	P15923	non-interacting
O00555	P40337	non-interacting
P04637	A6NKF1	non-interacting
Q96EI5	P01100	non-interacting
Q49AN0	P61956	non-interacting
P61978	O43464	non-interacting
Q16584	Q93009	non-interacting
P53041	P55072	non-interacting
Q9Y6E2	Q8WZ42	non-interacting
Q9UPP1	Q13573	non-interacting
Q9Y570	Q09472	non-interacting
P61244	Q9UKX7	non-interacting
Q14204	Q01196	non-interacting
Q9Y5B0	Q9H0E9	non-interacting
Q15466	Q9NPJ6	non-interacting
Q9NUD5	Q01844	non-interacting
Q9BYJ9	P46937	non-interacting
P06396	P19793	non-interacting
P54725	Q01196	non-interacting
Q9H814	Q9UKV8	non-interacting
P02545	P82094	non-interacting
P25054	P33991	non-interacting
P52272	Q15596	non-interacting
Q9NRC8	Q16637	non-interacting
Q86X55	P46937	non-interacting
Q16665	Q9UDX3	non-interacting
Q15020	P37840	non-interacting
Q8WZ42	O75496	non-interacting
Q01780	Q9UER7	non-interacting
P61081	P20248	non-interacting
P35611	P42285	non-interacting
P04183	P37840	non-interacting
P01100	Q5VWQ8	non-interacting
O75179	Q9UER7	non-interacting
Q9UJY5	O94842	non-interacting
Q9UJY4	P38936	non-interacting
P35869	Q00839	non-interacting
Q9Y618	Q13233	non-interacting
P11388	P30291	non-interacting
Q9H4L7	P63027	non-interacting
Q9UKJ3	P08047	non-interacting
P11717	P04637	non-interacting
O00625	P09651	non-interacting
P17096	P05204	non-interacting
