P04818	Q13573	non-interacting
O75340	Q13573	non-interacting
P19793	P08670	non-interacting
Q5QJE6	P22736	non-interacting
P04637	Q13239	non-interacting
P18847	P19793	non-interacting
P37231	Q96BZ8	non-interacting
O75376	P35637	non-interacting
P14859	P08047	non-interacting
P23511	Q01844	non-interacting
P53350	Q8ND82	non-interacting
Q9UM11	P46937	non-interacting
Q09472	Q9Y2S7	non-interacting
P12956	P04075	non-interacting
Q96A56	Q13573	non-interacting
P25963	Q96GG9	non-interacting
Q58WW2	P54725	non-interacting
P20042	Q16665	non-interacting
P53041	P62805	non-interacting
Q70EL2	P04637	non-interacting
P54725	Q9BQA1	non-interacting
P20618	P25963	non-interacting
Q01844	O15265	non-interacting
Q15906	Q00987	non-interacting
Q8N5Z5	P37231	non-interacting
Q16665	Q96PU4	non-interacting
Q15843	P38936	non-interacting
P85037	P61956	non-interacting
Q13573	Q9UJY1	non-interacting
Q9BW85	P09651	non-interacting
P09651	Q02241	non-interacting
P52272	Q9UKV8	non-interacting
O15234	P01100	non-interacting
Q92731	O60927	non-interacting
P23025	P22626	non-interacting
P07992	P02545	non-interacting
Q9NS56	P10276	non-interacting
Q9HAU5	P20810	non-interacting
Q8TAE8	P54725	non-interacting
P24522	P61081	non-interacting
Q9H254	Q13573	non-interacting
Q49AN0	Q14289	non-interacting
Q9UHI6	P04637	non-interacting
P08047	Q8WXX7	non-interacting
Q01780	P09651	non-interacting
Q9NPJ6	P29590	non-interacting
P02545	Q9NZJ7	non-interacting
Q9H910	P04150	non-interacting
Q00987	P01100	non-interacting
O94992	P53350	non-interacting
P17844	Q9P2P5	non-interacting
Q9UI14	Q9NQC3	non-interacting
O14733	P51948	non-interacting
Q9Y6R4	P02545	non-interacting
Q15653	P04637	non-interacting
Q8TEX9	P09651	non-interacting
Q99967	P51532	non-interacting
P20226	P49841	non-interacting
P35637	Q08050	non-interacting
Q13148	P24522	non-interacting
P01100	Q9Y5X4	non-interacting
Q92793	Q9BUQ8	non-interacting
P04150	Q14444	non-interacting
P12931	O95251	non-interacting
Q13772	P15884	non-interacting
P41236	P62899	non-interacting
Q9NYB0	Q92731	non-interacting
Q96RL1	P49841	non-interacting
P61244	P47897	non-interacting
O43290	Q92731	non-interacting
P42285	Q9NQC3	non-interacting
P62081	Q9UJY5	non-interacting
Q93009	O75496	non-interacting
O60437	P37840	non-interacting
P78344	P09651	non-interacting
Q9UKV8	Q8NEM2	non-interacting
Q00839	P61978	non-interacting
P27695	Q07020	non-interacting
Q12905	P46937	non-interacting
O96028	O75376	non-interacting
P14635	O75569	non-interacting
Q01105	P05204	non-interacting
P29590	O15273	non-interacting
P29353	Q9HCM9	non-interacting
O75569	O15169	non-interacting
O00401	P04637	non-interacting
Q96A65	Q01844	non-interacting
P61978	Q15233	non-interacting
P16104	Q01844	non-interacting
P29084	O15169	non-interacting
Q5VT06	P04637	non-interacting
P62750	P20226	non-interacting
P49841	Q9UKX7	non-interacting
Q15459	Q93009	non-interacting
P42166	P05204	non-interacting
Q99801	Q92793	non-interacting
P51948	P15884	non-interacting
P25054	Q96PM5	non-interacting
O95243	Q13573	non-interacting
Q9NQB0	Q13216	non-interacting
P09874	Q13263	non-interacting
P49207	Q9UKV8	non-interacting
P63173	O15169	non-interacting
P37840	Q14191	non-interacting
Q71DI3	O15350	non-interacting
Q92619	Q01844	non-interacting
P21333	Q96EB6	non-interacting
O43242	Q00987	non-interacting
Q9Y6X4	Q13573	non-interacting
P49815	Q92731	non-interacting
Q86VP6	P35869	non-interacting
P52926	P15884	non-interacting
Q9P0U4	O43464	non-interacting
Q96CT7	Q00987	non-interacting
O00418	P27695	non-interacting
O95999	Q9UKV8	non-interacting
Q9Y5B0	P10589	non-interacting
Q9BQA1	P06748	non-interacting
P38936	O00327	non-interacting
Q7Z5J4	P11387	non-interacting
P15884	Q9NQC3	non-interacting
A2RRL7	Q13573	non-interacting
Q15418	P04150	non-interacting
Q9NWB6	P54725	non-interacting
Q13114	P09651	non-interacting
P10606	P15884	non-interacting
Q16637	O15164	non-interacting
Q15029	P07900	non-interacting
Q9H9J4	Q13573	non-interacting
P62805	P25963	non-interacting
Q86V81	P07900	non-interacting
Q9NQC3	Q9BQ67	non-interacting
Q96KR6	P04637	non-interacting
P51946	Q01844	non-interacting
Q08379	P12931	non-interacting
P51608	Q5U5Q3	non-interacting
O00358	P04637	non-interacting
Q96QH2	Q00987	non-interacting
Q9NQG5	P38936	non-interacting
O60356	P15884	non-interacting
Q15233	P04637	non-interacting
P61328	P20810	non-interacting
Q13422	P15884	non-interacting
O15304	P25963	non-interacting
Q9H981	P29353	non-interacting
Q9H9F9	Q93009	non-interacting
Q12933	O15164	non-interacting
P16949	Q13573	non-interacting
O96017	Q9Y6Q9	non-interacting
Q96GG9	P11387	non-interacting
Q9ULV3	P49841	non-interacting
P61247	Q93009	non-interacting
Q9Y3M2	Q01844	non-interacting
A1XBS5	P04637	non-interacting
Q13569	Q93009	non-interacting
P10827	P25963	non-interacting
Q7Z7F0	Q08209	non-interacting
P00558	Q92731	non-interacting
Q9P2F8	P04637	non-interacting
O60285	P38936	non-interacting
P55884	O15169	non-interacting
P06730	Q01844	non-interacting
Q9P2P5	P37231	non-interacting
P49354	Q86VP6	non-interacting
Q9UBN7	O15169	non-interacting
Q9BX70	P19793	non-interacting
P52298	P98170	non-interacting
Q15637	P41236	non-interacting
Q9NS23	P06400	non-interacting
O00165	P07900	non-interacting
Q96GM5	P33992	non-interacting
Q9NX55	P49841	non-interacting
O00193	P15884	non-interacting
Q9UJY5	Q92731	non-interacting
Q9UJY4	P04637	non-interacting
Q9UHK0	P11171	non-interacting
Q9Y6B2	P49841	non-interacting
Q9H814	P02545	non-interacting
Q96ST3	P49841	non-interacting
Q13526	O75376	non-interacting
Q96BK5	Q92731	non-interacting
P17987	P37231	non-interacting
Q9UDX3	Q01844	non-interacting
O94913	Q00987	non-interacting
Q7Z6Z7	P15927	non-interacting
P55011	P04637	non-interacting
O00267	Q13573	non-interacting
P04075	Q00839	non-interacting
P62266	Q09472	non-interacting
O00264	P08047	non-interacting
Q92786	P09651	non-interacting
Q9BSJ8	Q09472	non-interacting
O60682	Q09472	non-interacting
Q8N114	Q13573	non-interacting
Q99966	P53350	non-interacting
O15446	P04637	non-interacting
P09543	P14635	non-interacting
Q9Y2J2	Q14191	non-interacting
P55072	Q13085	non-interacting
P62877	P02545	non-interacting
O60610	P61244	non-interacting
Q13185	Q92731	non-interacting
Q02548	Q01105	non-interacting
Q9UH73	P04637	non-interacting
P22415	Q9UKV8	non-interacting
Q99683	Q9NX55	non-interacting
P46937	Q08050	non-interacting
P78318	P04637	non-interacting
P63010	Q09472	non-interacting
Q96F07	Q13573	non-interacting
P08397	P54725	non-interacting
Q00341	P04637	non-interacting
P62195	P35869	non-interacting
O75147	Q9Y4K3	non-interacting
Q6KB66	P37840	non-interacting
P11387	Q13127	non-interacting
Q9BQ67	Q93009	non-interacting
Q10586	Q13573	non-interacting
Q9UNF1	Q09472	non-interacting
Q06330	O15169	non-interacting
Q8IZL8	P27695	non-interacting
Q8IXH7	P37840	non-interacting
O43684	P29353	non-interacting
Q86YV9	P01100	non-interacting
P17677	P06400	non-interacting
P32246	P53350	non-interacting
Q96SB4	Q09472	non-interacting
Q6NYC8	Q00987	non-interacting
P78356	Q06330	non-interacting
Q7L014	P37840	non-interacting
P29375	Q01844	non-interacting
Q3ZCQ8	Q9UJY5	non-interacting
O75496	P54278	non-interacting
P78364	P37840	non-interacting
P19429	P19338	non-interacting
P13805	Q93009	non-interacting
Q9H6Z4	Q92731	non-interacting
O15350	P46776	non-interacting
P62913	Q15596	non-interacting
Q9UG63	P15884	non-interacting
P15924	Q9UJY5	non-interacting
Q96FW1	Q9Y5B0	non-interacting
Q02750	P37840	non-interacting
Q86WQ0	Q00987	non-interacting
Q9UPY3	Q13573	non-interacting
P17096	Q13569	non-interacting
P02751	Q13526	non-interacting
Q13905	P04637	non-interacting
Q92905	Q02790	non-interacting
O00488	P08047	non-interacting
Q9ULU8	P49841	non-interacting
P12755	P61244	non-interacting
Q9HBH7	Q13573	non-interacting
O60674	Q13573	non-interacting
P55040	P04637	non-interacting
Q9UJP4	P09651	non-interacting
Q9BYW2	Q01844	non-interacting
P07602	P09874	non-interacting
Q9NYQ6	Q13573	non-interacting
Q15276	Q09472	non-interacting
P30307	Q92731	non-interacting
P78539	P04637	non-interacting
P15927	Q9BQG0	non-interacting
Q9UI38	Q09472	non-interacting
O14744	P08047	non-interacting
P49918	Q9Y5B0	non-interacting
P15172	Q9NQC3	non-interacting
Q9UHX1	P11171	non-interacting
Q9H0E9	P15927	non-interacting
P46527	P19793	non-interacting
Q9Y4X5	P49841	non-interacting
Q9Y3B8	Q13573	non-interacting
O14746	P04637	non-interacting
Q9BZF9	P09651	non-interacting
Q12980	Q13573	non-interacting
P62851	Q15843	non-interacting
P22626	P17096	non-interacting
Q8WXX7	P35637	non-interacting
O14965	Q9UBB5	non-interacting
Q14129	Q01844	non-interacting
P02686	P07602	non-interacting
Q13153	Q9UKV8	non-interacting
Q9UJV9	Q9HAU5	non-interacting
P16220	P46527	non-interacting
P19338	P51608	non-interacting
P46776	Q09472	non-interacting
Q9H0F5	P04150	non-interacting
Q9UBB6	Q01844	non-interacting
Q9H307	P02545	non-interacting
O95863	P12956	non-interacting
Q92831	P04818	non-interacting
P61956	Q13838	non-interacting
P35611	P07602	non-interacting
Q02363	P04150	non-interacting
O60566	P49841	non-interacting
Q9BXM7	P08047	non-interacting
Q9H5J0	Q09472	non-interacting
Q8N488	Q9Y6R4	non-interacting
Q13158	P04637	non-interacting
P35869	P49715	non-interacting
O75444	O15350	non-interacting
O75396	Q13573	non-interacting
Q8N205	P04637	non-interacting
P58107	Q93009	non-interacting
Q504T8	P02545	non-interacting
Q9UBU9	P62851	non-interacting
P54259	P35869	non-interacting
O14777	P04637	non-interacting
Q93008	Q9NQC3	non-interacting
P38919	P04637	non-interacting
Q9GZV5	P07900	non-interacting
Q96ST2	P08047	non-interacting
Q9BRT9	Q93009	non-interacting
P33992	P29353	non-interacting
Q9BZE9	Q00987	non-interacting
Q9NZU5	P09651	non-interacting
O15541	Q09472	non-interacting
Q15287	Q00987	non-interacting
O15042	P04637	non-interacting
Q13541	P42677	non-interacting
O43464	Q9NTK5	non-interacting
O75351	P25963	non-interacting
Q8IYB3	P53350	non-interacting
O15111	Q9NRR5	non-interacting
O75531	Q93009	non-interacting
Q04637	Q09472	non-interacting
Q15750	P38936	non-interacting
Q6UN15	P51608	non-interacting
Q5VTB9	Q00987	non-interacting
Q9UBL3	Q01844	non-interacting
Q13838	P02545	non-interacting
Q15596	Q05513	non-interacting
Q9UGL1	P14866	non-interacting
P20700	P06400	non-interacting
Q9UP83	P04637	non-interacting
Q7KZI7	P12956	non-interacting
Q96S59	P49336	non-interacting
P22087	P20248	non-interacting
Q96FV2	P09651	non-interacting
O14543	Q09472	non-interacting
O15511	P38936	non-interacting
Q63ZY3	P04150	non-interacting
P07900	Q8WZ73	non-interacting
Q96T21	P16949	non-interacting
Q8N0Z3	Q09472	non-interacting
Q13620	Q9HAU5	non-interacting
Q8TF01	Q13569	non-interacting
Q9UBE8	Q09472	non-interacting
P56524	P29590	non-interacting
Q9UIM3	Q01844	non-interacting
P19447	Q93009	non-interacting
Q14686	Q92804	non-interacting
Q9Y468	Q01844	non-interacting
Q5UIP0	Q00987	non-interacting
Q9UNE7	P01100	non-interacting
Q96AE4	Q9UGL1	non-interacting
