P04637	Q13435
P53350	P30307
P38936	Q13432
P04150	Q00839
P04150	P82094
P35637	Q8N1B3
P54725	P55072
P49841	P98170
Q09472	P17735
P04637	P32745
P53350	Q6PGQ7
Q00987	Q9P1W9
Q01844	P49736
P35637	O60506
Q01844	Q9UH92
P35637	P67809
P11473	O43593
P25054	Q8IVL1
P17677	P51178
Q9UBE0	P28072
P38936	O95865
P49841	P49815
P53350	Q8IXK0
P38936	O15151
P38936	P08670
P19793	P20226
P53350	Q53EZ4
P19793	P61201
P49841	Q15418
P14635	P55072
P38936	Q6EMB2
P19793	Q13352
P53350	Q9P0K7
P07602	Q8WUM0
P19793	P09874
Q13573	Q00577
P48539	Q9NYB0
P07602	P61956
Q9NQC3	P22695
P04150	Q16204
P04150	Q96GM5
P19793	P09086
Q09161	Q9C0B0
Q9NQC3	O75298
P53350	Q8TD19
P04637	O95251
O00488	Q8IWV7
P09651	Q6UN15
P37840	Q15011
P17096	P23511
Q09472	Q15699
Q9UGL1	Q13118
Q9UBE0	Q93052
Q09161	Q9Y606
Q8WZ42	Q86TC9
Q00987	Q16623
Q99801	O95238
P63027	Q15836
P04150	P61956
P04637	P18847
P02686	Q9GZU7
P53350	Q12888
P53350	O75379
P53350	Q96EP1
P53350	Q5BJF6
P53350	P05814
P09651	P49736
Q01844	Q68CL5
P37840	Q9UHR5
Q93009	P46939
P02686	P17612
O43464	P98170
P63027	Q9BV40
P02686	Q96KB5
P53350	Q7Z7F7
Q08209	Q9NPC6
Q13573	Q15022
P53350	Q9NWV8
P08047	P06753
P19793	O75376
P49841	Q9P1W9
Q00987	Q5RKV6
Q00987	P14866
Q92731	P49736
P38936	P42704
Q01844	Q15022
P40337	Q93052
P53350	O60271
P08047	P10589
P53350	O94762
P35637	P49736
Q01844	Q9NPC6
P46527	Q15418
P53350	Q9UM11
P38936	Q7KZ85
O00488	O43318
P04637	Q9H9B1
P14859	P17612
Q08209	P55072
Q00987	Q13263
P11473	P12931
P09651	Q00577
Q9NX55	Q3SY00
P19793	Q9NPJ4
P08047	Q01196
Q9UKV8	P49915
P38936	P00488
Q93009	Q15022
Q09161	O15504
P04150	Q01105
P54725	Q8IUD2
O14733	Q8IUD2
P38936	P62851
P63027	Q16623
P38936	O95785
Q92731	Q00577
P19793	Q96RI1
Q00987	P07954
Q08209	Q9H992
P25963	A0JLT2
Q93009	P46109
P37840	P12931
P04818	P36543
P14859	Q15562
P53350	P20618
P38936	Q9UKT9
Q8WZ42	P49736
P37840	Q9BRK5
P19793	P55345
Q01844	Q14789
Q16665	P12931
Q00987	O60506
Q09161	Q12982
P04150	P16220
P40337	O75347
P04150	P29375
Q00987	P20309
P25054	O15504
Q9NQC3	O43791
P46527	Q9UKX7
P53350	Q96M86
P38936	P15880
P60896	Q9Y244
P02545	Q9GZU8
Q00987	O60220
P04150	Q96C00
Q49AN0	P50991
P02686	Q9UKI8
P53350	Q86VQ0
P38936	Q7Z699
P38936	Q7L5D6
Q00987	P05023
P38936	P16455
Q93009	P49915
P38936	Q15029
Q49AN0	P55072
P53350	O14965
P19793	Q15648
P01100	O75688
Q93009	Q14789
P04637	Q9NR09
