P37840	P33993	non-interacting
Q8IUQ4	Q00987	non-interacting
P11387	O60341	non-interacting
P46087	P09651	non-interacting
P60896	P28072	non-interacting
Q9UNE7	P01100	non-interacting
P29353	P11171	non-interacting
Q13085	P60896	non-interacting
Q92731	Q9GZQ8	non-interacting
Q9Y6X6	P25054	non-interacting
P49841	Q96T21	non-interacting
Q16584	P61244	non-interacting
Q16665	Q5VV67	non-interacting
P11474	Q01844	non-interacting
P54727	P63104	non-interacting
P04637	Q6PJW8	non-interacting
Q13029	P08047	non-interacting
P09651	P42166	non-interacting
Q9NRX1	P35637	non-interacting
P35222	P29590	non-interacting
Q9UER7	Q96J94	non-interacting
Q8IZU0	Q92731	non-interacting
P35250	P11387	non-interacting
P38936	P13807	non-interacting
Q15532	Q16665	non-interacting
Q00987	P61964	non-interacting
P28072	Q09472	non-interacting
Q49AN0	Q9UM11	non-interacting
O15027	P61244	non-interacting
Q13573	Q15006	non-interacting
P41212	Q00987	non-interacting
Q9UGL1	P33993	non-interacting
O43172	P04637	non-interacting
Q6NZ67	P49841	non-interacting
P37231	P35250	non-interacting
O60244	O15169	non-interacting
Q9H4B4	Q9UKV8	non-interacting
Q13363	Q14191	non-interacting
Q96QH2	Q01844	non-interacting
P16403	O15350	non-interacting
Q13541	O60244	non-interacting
Q6R327	Q00987	non-interacting
Q01101	Q13573	non-interacting
Q13368	Q13573	non-interacting
P25054	Q8IYB3	non-interacting
Q9BV73	P49841	non-interacting
O94875	P04637	non-interacting
Q01844	Q13219	non-interacting
P62917	Q09472	non-interacting
P14635	Q9UER7	non-interacting
Q6P1M3	P35637	non-interacting
Q13751	Q00987	non-interacting
Q93008	P38936	non-interacting
Q92905	P06748	non-interacting
P46527	P46100	non-interacting
Q9UKX7	P04637	non-interacting
O95816	P54725	non-interacting
Q8WZ42	Q96SB4	non-interacting
Q9UH99	Q09472	non-interacting
Q09472	Q15003	non-interacting
Q8N3Y1	Q9UGL1	non-interacting
P15884	O15304	non-interacting
P47224	Q00987	non-interacting
Q16633	P04637	non-interacting
P35869	P49736	non-interacting
O60563	P06748	non-interacting
P08195	Q13573	non-interacting
P14859	P36956	non-interacting
Q7Z3K3	P15884	non-interacting
P12081	Q00987	non-interacting
P04198	P37840	non-interacting
Q9UQ13	P04637	non-interacting
Q9H9B1	Q92731	non-interacting
P07900	P30291	non-interacting
P15923	Q49AN0	non-interacting
P17677	Q13573	non-interacting
P32246	P04637	non-interacting
Q9Y520	Q13573	non-interacting
O94842	Q09472	non-interacting
P16220	O75496	non-interacting
O00488	P11387	non-interacting
O43318	P54725	non-interacting
Q05682	Q92731	non-interacting
Q9UJX0	P04637	non-interacting
Q86T90	P29353	non-interacting
Q9NQI0	P53350	non-interacting
Q13618	Q14676	non-interacting
O15169	Q9BQA1	non-interacting
Q9Y6R4	P25054	non-interacting
O95835	Q49AN0	non-interacting
Q8IW19	P04637	non-interacting
Q96RL1	Q01844	non-interacting
P08047	Q12933	non-interacting
P20226	Q13573	non-interacting
O00327	P61956	non-interacting
P01100	P20936	non-interacting
P49802	Q8WZ42	non-interacting
Q7LFX5	Q00987	non-interacting
Q99801	Q09161	non-interacting
Q9NZU5	Q00987	non-interacting
Q96GY3	Q13573	non-interacting
P19793	O14744	non-interacting
Q15466	P46527	non-interacting
Q9UBL3	P14859	non-interacting
Q09161	Q5RKV6	non-interacting
Q9Y606	P04637	non-interacting
P24864	Q13573	non-interacting
Q9UJY5	P52272	non-interacting
P78559	P37840	non-interacting
P19338	P15884	non-interacting
Q13131	Q92731	non-interacting
P46937	Q9H773	non-interacting
O15350	P00558	non-interacting
P20248	Q92731	non-interacting
Q9NPI1	O75496	non-interacting
P09874	Q9UNE7	non-interacting
O14733	Q12933	non-interacting
Q99759	P04637	non-interacting
Q14449	P06748	non-interacting
Q99558	P24522	non-interacting
Q13158	Q09472	non-interacting
P33992	Q14061	non-interacting
P35251	P11473	non-interacting
Q9H2S9	P63027	non-interacting
P56524	Q9GZQ8	non-interacting
A0AV96	P35637	non-interacting
Q99966	Q13573	non-interacting
Q9HCM9	Q09472	non-interacting
O75146	P38936	non-interacting
Q9BWU0	Q9UER7	non-interacting
P10644	O15350	non-interacting
Q08050	P25054	non-interacting
P33991	P38936	non-interacting
P08670	Q969G3	non-interacting
Q9UII4	P49841	non-interacting
P10276	Q14061	non-interacting
Q9P127	P04637	non-interacting
P52298	P51668	non-interacting
O60684	P27695	non-interacting
P18847	P25963	non-interacting
Q9UKL0	Q09161	non-interacting
Q9NRL2	P49841	non-interacting
P11171	O43242	non-interacting
Q14203	P08047	non-interacting
Q96HA1	P49841	non-interacting
Q69YH5	P04637	non-interacting
Q5VWQ8	Q8N488	non-interacting
Q16513	Q92731	non-interacting
Q9H7B2	O15350	non-interacting
Q04637	P47813	non-interacting
Q7Z3B3	P35637	non-interacting
P55884	P60896	non-interacting
Q8N6I1	P04637	non-interacting
P48634	P47813	non-interacting
Q9UKV8	P52948	non-interacting
P62854	P09651	non-interacting
Q00839	P01100	non-interacting
Q96AG4	P20248	non-interacting
Q92786	P09651	non-interacting
P35611	P22626	non-interacting
P06753	P02686	non-interacting
Q96IT1	Q13573	non-interacting
P25963	P09874	non-interacting
Q15843	Q9UNE7	non-interacting
P55072	P19793	non-interacting
O43293	P09651	non-interacting
P49815	Q92793	non-interacting
Q86X55	P09884	non-interacting
Q9Y262	Q00987	non-interacting
O43464	Q9NQI0	non-interacting
Q9P0J0	Q13573	non-interacting
Q9HAU5	Q9NWK9	non-interacting
Q9NZM5	Q13573	non-interacting
P54105	P14859	non-interacting
Q9UKJ5	Q92731	non-interacting
Q92793	P49841	non-interacting
O43290	Q09472	non-interacting
P27695	P49354	non-interacting
P23508	P04637	non-interacting
P42356	Q01844	non-interacting
P49768	P11473	non-interacting
Q96CV9	P27695	non-interacting
P35637	P54259	non-interacting
P11441	P09651	non-interacting
Q9Y6K9	P14635	non-interacting
